"subject" "activity" "TimeBodyAcceleration-mean-X" "TimeBodyAcceleration-mean-Y" "TimeBodyAcceleration-mean-Z" "TimeBodyAcceleration-std-X" "TimeBodyAcceleration-std-Y" "TimeBodyAcceleration-std-Z" "TimeGravityAcceleration-mean-X" "TimeGravityAcceleration-mean-Y" "TimeGravityAcceleration-mean-Z" "TimeGravityAcceleration-std-X" "TimeGravityAcceleration-std-Y" "TimeGravityAcceleration-std-Z" "TimeBodyAccelerationJerk-mean-X" "TimeBodyAccelerationJerk-mean-Y" "TimeBodyAccelerationJerk-mean-Z" "TimeBodyAccelerationJerk-std-X" "TimeBodyAccelerationJerk-std-Y" "TimeBodyAccelerationJerk-std-Z" "TimeBodyGyroscope-mean-X" "TimeBodyGyroscope-mean-Y" "TimeBodyGyroscope-mean-Z" "TimeBodyGyroscope-std-X" "TimeBodyGyroscope-std-Y" "TimeBodyGyroscope-std-Z" "TimeBodyGyroscopeJerk-mean-X" "TimeBodyGyroscopeJerk-mean-Y" "TimeBodyGyroscopeJerk-mean-Z" "TimeBodyGyroscopeJerk-std-X" "TimeBodyGyroscopeJerk-std-Y" "TimeBodyGyroscopeJerk-std-Z" "TimeBodyAccelerationMag-mean" "TimeBodyAccelerationMag-std" "TimeGravityAccelerationMag-mean" "TimeGravityAccelerationMag-std" "TimeBodyAccelerationJerkMag-mean" "TimeBodyAccelerationJerkMag-std" "TimeBodyGyroscopeMag-mean" "TimeBodyGyroscopeMag-std" "TimeBodyGyroscopeJerkMag-mean" "TimeBodyGyroscopeJerkMag-std" "FrequencyBodyAcceleration-mean-X" "FrequencyBodyAcceleration-mean-Y" "FrequencyBodyAcceleration-mean-Z" "FrequencyBodyAcceleration-std-X" "FrequencyBodyAcceleration-std-Y" "FrequencyBodyAcceleration-std-Z" "FrequencyBodyAccelerationJerk-mean-X" "FrequencyBodyAccelerationJerk-mean-Y" "FrequencyBodyAccelerationJerk-mean-Z" "FrequencyBodyAccelerationJerk-std-X" "FrequencyBodyAccelerationJerk-std-Y" "FrequencyBodyAccelerationJerk-std-Z" "FrequencyBodyGyroscope-mean-X" "FrequencyBodyGyroscope-mean-Y" "FrequencyBodyGyroscope-mean-Z" "FrequencyBodyGyroscope-std-X" "FrequencyBodyGyroscope-std-Y" "FrequencyBodyGyroscope-std-Z" "FrequencyBodyAccelerationMag-mean" "FrequencyBodyAccelerationMag-std" "FrequencyBodyAccelerationJerkMag-mean" "FrequencyBodyAccelerationJerkMag-std" "FrequencyBodyGyroscopeMag-mean" "FrequencyBodyGyroscopeMag-std" "FrequencyBodyGyroscopeJerkMag-mean" "FrequencyBodyGyroscopeJerkMag-std"
1 "LAYING" 0.0848764675 -0.0455102567154 -0.1033663949 -0.17453722646 -0.09535365078 -0.244085564692 0.67585341798 -0.04022461982 0.04936842492754 -0.7921127456 -0.81360800926 -0.7992173188 0.137098246898 0.009366633628 0.024699890376 -0.3319091908 -0.3309604021 -0.560070832 0.0356437105358 -0.1397636023046 0.15448814926 -0.50488032654 -0.402702391726 -0.35027569906 -0.043139751072 -0.0687217514586 -0.10285071324 -0.52428349896 -0.6003231544 -0.51455660314 -0.0755823895388 -0.14953970856 -0.0755823895388 -0.14953970856 -0.361274656244 -0.331896916932 -0.19180563722 -0.38503787762 -0.5601602416 -0.59880056106 -0.220735783862 -0.1594019504 -0.35079241768 -0.15868989362 -0.124873753598 -0.25261928382 -0.3601869083 -0.35496739372 -0.5282380848 -0.36368655952 -0.35132561066 -0.59119895142 -0.40261877382 -0.44647236684 -0.315115158196 -0.539605474874 -0.386906579344 -0.42555995828 -0.151871574912 -0.28745850736 -0.30744510314 -0.372791751008 -0.44676366534 -0.455295009 -0.5895525702 -0.6417939878
1 "SITTING" 0.0450448361446808 -0.0142649397 -0.0737373139191489 -0.330036128329787 -0.214836288808511 -0.316471432425532 0.587090694914894 0.0750985135319149 0.076102846693617 -0.761945285659574 -0.810605097446809 -0.646243348617021 0.155371533255319 0.060589759293617 -0.00411099901914894 -0.482810278114894 -0.466546358553191 -0.68532987106383 0.0420599125829787 -0.0833353356382979 0.125204542361702 -0.565977400425532 -0.582620239319149 -0.484743627148936 -0.0636566220842553 -0.068047868893617 -0.129011005214426 -0.610281704617021 -0.73349978212766 -0.657759672553191 -0.174577705723404 -0.219700027042553 -0.174577705723404 -0.219700027042553 -0.509748945778723 -0.490807394654468 -0.36449836187234 -0.488436189306383 -0.687165873404255 -0.713866274893617 -0.385629753829787 -0.284963873021277 -0.438423130042553 -0.31049564132766 -0.232786652493617 -0.31137027087234 -0.497065732693617 -0.489933868817021 -0.65080074212766 -0.515515373025532 -0.478248769172766 -0.719404998085106 -0.493683077851064 -0.604404252519149 -0.475323890531915 -0.591890226595745 -0.57641335112766 -0.538774248 -0.282917524361702 -0.317615578957447 -0.464868536742553 -0.531895569604255 -0.556489817659575 -0.534704266659574 -0.708080759361702 -0.743502843829787
1 "STANDING" -0.143899926415094 -0.0766989900449057 0.0255170666773585 -0.284739131886792 -0.132333162058491 -0.30824623095283 0.367525538792453 0.194337694560377 0.259531293021698 -0.467112476698113 -0.68916705845283 -0.590979977150943 0.243296083390566 -0.0754340928332075 -0.0620451771981132 -0.53788343784434 -0.472165794392453 -0.689484924150943 -0.0204713557315094 -0.145921299984906 0.183165793769811 -0.558294918735849 -0.605356708679245 -0.504514852132075 -0.055990842154717 -0.0725921274018868 -0.102574883507547 -0.640997611698113 -0.731005074264151 -0.654021663037736 -0.0822122743773585 -0.0339782134716981 -0.0822122743773585 -0.0339782134716981 -0.548734786283019 -0.49878913454717 -0.370237880716981 -0.458686194773585 -0.698623726188679 -0.703934859471698 -0.359656805698113 -0.238848459301887 -0.449323823890566 -0.259199427741509 -0.140606240962264 -0.298212162183019 -0.547065994169811 -0.494509224226415 -0.657220486226415 -0.570861364 -0.484398290018868 -0.721115951660377 -0.502962194892453 -0.618079254735849 -0.482766188501887 -0.579690188811321 -0.604653907169811 -0.560536669471698 -0.185664854324528 -0.122200863915094 -0.488236031392453 -0.518246586383019 -0.549982626773585 -0.498351372728302 -0.707068322490566 -0.722695726603774
1 "WALKING" 0.114741174210526 -0.0189265789973684 -0.117597451852632 -0.177458082894737 -0.0266499618677895 -0.233092856437684 0.779076945273684 -0.109662967592 -0.036572574932 -0.884537496421053 -0.830084254905263 -0.832531784957895 0.0975253938926316 0.0158562691350526 -0.0274514939673684 -0.30027724706 -0.297263883309474 -0.569729813852632 0.0217043035726316 -0.121057623395789 0.0721483758185263 -0.482763010347368 -0.406742813871579 -0.326096927105263 -0.0749755120401053 -0.0959614292573684 -0.0840664953294737 -0.510616935098947 -0.610781862010526 -0.511473981227368 -0.0702624991484211 -0.110360637484211 -0.0702624991484211 -0.110360637484211 -0.344490061882105 -0.292404024310526 -0.215179279806526 -0.360957117835789 -0.564810978105263 -0.598995586378947 -0.222218189294737 -0.0972903128178947 -0.337650930326316 -0.162485266441053 -0.0559972906915789 -0.242695345515789 -0.318693490154737 -0.325724803362105 -0.525910752084211 -0.345855457383158 -0.315674647062105 -0.613264139230526 -0.388403313578947 -0.445894238652632 -0.321418272778947 -0.515873803904211 -0.394524749977895 -0.394153915030526 -0.124921827616842 -0.24623623992 -0.269884589030526 -0.330093634624211 -0.428801370507368 -0.430693644255789 -0.593663069689474 -0.6356487608
1 "WALKING_DOWNSTAIRS" 0.132622637959184 -0.0407809665463265 -0.103693423742857 -0.126933058591837 -0.0416144540408163 -0.225886706346939 0.767356713653061 -0.169791073816327 0.0203173501959184 -0.866863149183673 -0.885839795387755 -0.827158396734694 0.078285373755102 0.0420604942612245 -0.0533645691632653 -0.260967449593878 -0.255182125146939 -0.548855524408163 0.00391681663265306 -0.132378785897959 0.132898271782653 -0.450891630020408 -0.337848250897959 -0.299523068220408 -0.115387133381633 -0.119355152981633 -0.118194364306122 -0.491053023877551 -0.56472461022449 -0.46342003344898 -0.037026212355102 -0.117902744918367 -0.037026212355102 -0.117902744918367 -0.313093601328571 -0.251601860836735 -0.154381187067347 -0.295432281293878 -0.525012068510204 -0.562858300938776 -0.150718672402041 -0.0963064049612245 -0.325865612089796 -0.120643415612245 -0.0767587024489796 -0.240257431536735 -0.279419131355102 -0.285502992461225 -0.500606262326531 -0.31038455282449 -0.274815857142857 -0.59721995422449 -0.356264552530612 -0.380087714895918 -0.262455233836735 -0.484482166244898 -0.326090616081633 -0.380830056040816 -0.107242813755102 -0.264325131734694 -0.227709416408163 -0.290122711918367 -0.371758590106122 -0.371071035040816 -0.560869137040816 -0.598784433163265
1 "WALKING_UPSTAIRS" 0.136895030754717 -0.00909708329528302 -0.101383739924528 -0.135577041073585 0.0161726446069811 -0.182972393216981 0.893630548867924 -0.198497249056604 -0.0700007558981132 -0.937461444150943 -0.885563284679245 -0.888579994169811 0.0972143091075472 -0.0200111771264151 0.0202767690132075 -0.264176615620755 -0.245073173660377 -0.522688838554717 -0.106062906879245 -0.043566791890566 0.0876377096356604 -0.389926651396226 -0.332868157320755 -0.247272216849057 -0.0721139035411321 -0.122872632528302 -0.0938839888301887 -0.507887125490566 -0.585325895449057 -0.468681825581132 -0.0277722458867925 -0.0881804005698113 -0.0277722458867925 -0.0881804005698113 -0.299633174056604 -0.247592289566038 -0.132999166981132 -0.278885798377358 -0.537905943584906 -0.571842028226415 -0.172228928771698 -0.0471175254132075 -0.280072749160377 -0.123084058373208 -0.0207613065924528 -0.200650106113208 -0.291491082650943 -0.277089562371698 -0.474031165509434 -0.30307702554717 -0.263675422283019 -0.570810225433962 -0.322379833867925 -0.384623902943396 -0.245409447584906 -0.417474038277358 -0.313349863226415 -0.321267288981132 -0.0926184704528302 -0.231198235533962 -0.230843495188679 -0.278024297954717 -0.371275492188679 -0.346996203433962 -0.561472803113208 -0.618194155867924
2 "LAYING" 0.285664219583333 -0.0193375995025 -0.1110361568125 -0.702792858825 -0.5661260315 -0.688102597541667 0.620801036666667 -0.0441592646666667 0.0873685981333333 -0.974317944583333 -0.970158733958333 -0.950853624166667 0.05747973908125 0.0115981692302083 -0.00171428344741667 -0.7056364465 -0.657699341270833 -0.809893298125 -0.0435405499427083 -0.0670128670625 0.0786532048979167 -0.735770699270833 -0.758913428125 -0.696288042854167 -0.109885977875 -0.0425833752145833 -0.0724028836020833 -0.759349775916667 -0.827581004166667 -0.779547199375 -0.639510814125 -0.678432742875 -0.639510814125 -0.678432742875 -0.709400506041667 -0.691140700002083 -0.659781941916667 -0.709716422333333 -0.800205518541667 -0.817280796666667 -0.7090579360125 -0.601195696375 -0.728280335583333 -0.7009584465 -0.576015457895833 -0.692490951125 -0.718988628895625 -0.680850353979167 -0.792380786458333 -0.718819995833333 -0.655714207791667 -0.826191290833333 -0.706199229708333 -0.766459053125 -0.691269759125 -0.747154336416667 -0.757551048541667 -0.727063515041667 -0.670152719979167 -0.733147221583333 -0.6852379434375 -0.7005502556875 -0.745862522541667 -0.738085717916667 -0.817677674166667 -0.830138153958333
2 "SITTING" 0.28538776673913 -0.0145264530278261 -0.112183602369565 -0.816356957521739 -0.734954042130435 -0.79796957873913 0.446358686521739 0.101657807102174 0.213213045434783 -0.981324757391304 -0.970945734347826 -0.967496818695652 0.0508609183956522 0.00392706982195652 0.0301401500897826 -0.817366839523913 -0.780018514404348 -0.872206647608696 -0.0328211340391304 -0.0724492194065217 0.082745558326087 -0.851911334130435 -0.827974740628261 -0.814520148695652 -0.110978115586957 -0.0357307414869565 -0.0662827829347826 -0.862331823478261 -0.878400505869565 -0.861747149130435 -0.780659941728261 -0.784184009804348 -0.780659941728261 -0.784184009804348 -0.819940177565217 -0.793929412624783 -0.784710201956522 -0.812999393913043 -0.871656231956522 -0.875119120652174 -0.820133536130435 -0.744449567556522 -0.824491507608696 -0.815470758422174 -0.746862559304348 -0.799710141586957 -0.828137259326087 -0.790918839369565 -0.859683256130435 -0.823046816913043 -0.783163433804348 -0.883558949782609 -0.832250784493478 -0.83746488323913 -0.809131748086957 -0.859352573369565 -0.824379369978261 -0.833768879347826 -0.780421324047826 -0.8199636025 -0.794763091423043 -0.794536681528261 -0.834158287891304 -0.833399108934783 -0.875473038478261 -0.883842943913044
2 "STANDING" 0.285077697592593 -0.0138075553666667 -0.115643086446296 -0.793602023798148 -0.720318914203704 -0.742525791611111 0.540105304722222 0.0941733482037037 0.196563336240741 -0.981614835740741 -0.966868923888889 -0.954694724074074 0.101023885111111 -0.0168398738225926 -0.02471385793 -0.804997088851852 -0.780861318925926 -0.852330539444444 -0.0194963246185185 -0.0799263945925926 0.0713564348703704 -0.848143270555556 -0.798501938444444 -0.798526569259259 -0.11316444437037 -0.0231379444296296 -0.0584652008814815 -0.850720996481481 -0.857334134388889 -0.854507065925926 -0.746901098296296 -0.763678953238889 -0.746901098296296 -0.763678953238889 -0.806309771425926 -0.783933984888889 -0.766677148759259 -0.786858477407407 -0.860768739259259 -0.850254338722222 -0.799752688537037 -0.740815935348148 -0.788767355277778 -0.791753570722222 -0.727851787203704 -0.739263794624259 -0.815614797425926 -0.793924579375926 -0.839911987759259 -0.811484373648148 -0.781844395701852 -0.863618444074074 -0.821107978333333 -0.805284875814815 -0.80016255 -0.85800898962963 -0.798577526814815 -0.817138955740741 -0.763593735925926 -0.800838974685185 -0.787444060555556 -0.780431949259259 -0.810842362407407 -0.809810212777778 -0.85734057287037 -0.852232742796296
2 "WALKING" 0.285963468813559 -0.0159336766311864 -0.105595024525424 -0.748779373050847 -0.646051598659322 -0.711087242725424 0.561632472491525 0.0705957475135593 0.207331961838983 -0.97668365440678 -0.963755426440678 -0.952895764915254 0.0722050125038983 -0.0166045097569492 0.0120170567620339 -0.759769420372881 -0.724064076254237 -0.829579336847458 -0.0274214321166102 -0.0719748838372881 0.0808049992135593 -0.802436611694915 -0.767352943779661 -0.738004261966102 -0.101508992627119 -0.0369421669525424 -0.0445327194647458 -0.81278076320339 -0.855691048 -0.812987121779661 -0.692129846474576 -0.72355571161017 -0.692129846474576 -0.72355571161017 -0.760812653452542 -0.741319438118644 -0.709160237425254 -0.750500179864407 -0.834356573067797 -0.847477591694915 -0.754416833372881 -0.673929950677966 -0.749386516762712 -0.747689221644068 -0.655076842723729 -0.71415895359322 -0.772680959677966 -0.741446280055932 -0.814553017 -0.768533806338983 -0.723983858355932 -0.84347059440678 -0.766592499152542 -0.78849657559322 -0.741995610542373 -0.815237557118644 -0.759175121559322 -0.762793671491525 -0.719558578474576 -0.769347873338983 -0.743398673813559 -0.739599246186441 -0.776971818923729 -0.778175364067797 -0.848845110152542 -0.856791402067797
